Model,Fold,Experiment,Border_Type,Border_Ratio,Train_Time_sec,Avg_Epoch_sec,Thr_Strategy,Temperature,Val_ECE_Uncal,Val_ECE_Cal,ECE_Improvement,Val_AUC,Val_AUROC_CI_L,Val_AUROC_CI_U,Val_AUPRC,Val_BalAcc,Val_YoudenJ,Val_YoudenThr,Val_Sens@Youden,Val_Spec@Youden,Val_OP_Thr,Val_Sens_CI_L,Val_Sens_CI_U,Val_Spec_CI_L,Val_Spec_CI_U,Val_PPV_CI_L,Val_PPV_CI_U,Val_NPV_CI_L,Val_NPV_CI_U,Val_Spec@90Sens,Val_Sens@90Spec,Test_Thr,Test_AUC,Test_AUROC_CI_L,Test_AUROC_CI_U,Test_AUPRC,Test_Acc,Test_BalAcc,Test_F1,Test_Sens,Test_Spec,Test_ECE,Test_Sens_CI_L,Test_Sens_CI_U,Test_Spec_CI_L,Test_Spec_CI_U,Test_PPV_CI_L,Test_PPV_CI_U,Test_NPV_CI_L,Test_NPV_CI_U,Test_MCC,Test_Kappa,Test_Brier
resnet50,1,baseline_artifacts_strict_any,uniform,0.0,32.49558220617473,2.9868605848401786,youden,1.1920865774154663,0.0767071588622426,0.06899555646753931,0.007711602394703282,0.8045689079308042,,,0.725752471878463,0.6912589546909911,0.5004837260728353,0.41973215341567993,0.7068965517241379,0.7935871743486974,0.41200000000000003,0.6619887776177373,0.7596374833754118,0.7469172911189559,0.820801904426271,0.647932645955144,0.7459013676910817,0.7584356941213565,0.8314493601523402,0.5010020040080161,0.39080459770114945,0.41200000000000003,0.8434339137001308,0.816002010189213,0.8692748162644516,0.7461063616054088,0.7937569676700111,0.7772465725742121,0.7201210287443268,0.7125748502994012,0.8419182948490231,0.05538466142505043,0.6608030747713856,0.760531053481107,0.8091136053507297,0.8710818165536041,0.6761356710377948,0.7753409483808329,0.7982792989467603,0.8613947268069936,0.5569449985541046,0.5568667035176684,0.1557452619704224
resnet50,2,baseline_artifacts_strict_any,uniform,0.0,41.37301857583225,4.2320957363893585,youden,0.9832794666290283,0.07333423711221529,0.07267122461322557,0.0006630124989897151,0.8132726458568328,,,0.716692269512945,0.7506022457389343,0.5123368268309688,0.47345611453056335,0.7280966767371602,0.7842401500938087,0.47200000000000003,0.6767492084589126,0.7753096382529268,0.7448767731282052,0.8166859530718471,0.623783241308888,0.723423319641979,0.7863868478410023,0.8547702608477352,0.47467166979362097,0.5075528700906344,0.47200000000000003,0.8756713925612363,0.8496168409185182,0.8995041001478392,0.8146893540244963,0.7915273132664437,0.801044447517044,0.749665327978581,0.8383233532934131,0.7637655417406749,0.10561475624541108,0.7943728537238208,0.8761489865145787,0.7264576001281451,0.7982789757384132,0.6305352740775971,0.72282407260888,0.8569409845502068,0.9150656790721542,0.5839697370094344,0.5744555083402042,0.14424209283899322
resnet50,3,baseline_artifacts_strict_any,uniform,0.0,32.82851251028478,3.403832315777739,youden,1.1088086366653442,0.08062681024249944,0.07942033513664222,0.0012064751058572243,0.7862871258689033,,,0.7091173242020499,0.7366318147871547,0.48454644683173437,0.533913791179657,0.6301775147928994,0.854368932038835,0.53,0.5762703140104286,0.6817815930481679,0.8188071244901621,0.8819341625855186,0.6822668787306119,0.7868485770729441,0.7417915226935257,0.8120000420728446,0.3650485436893204,0.47041420118343197,0.53,0.8160517331234511,0.7876071569117538,0.843759372906053,0.7055732387516072,0.7447045707915273,0.7363434764573872,0.6723891273247496,0.7035928143712575,0.7690941385435168,0.11696999535014398,0.6514648401053775,0.7520676784376681,0.7320334324837422,0.8033031686075323,0.5923275737090883,0.6929888856649113,0.778187134087318,0.8460998216030889,0.46515618239815365,0.463929767239152,0.18269965581541148
