Model,Fold,Experiment,Border_Type,Border_Ratio,Train_Time_sec,Avg_Epoch_sec,Thr_Strategy,Temperature,Val_ECE_Uncal,Val_ECE_Cal,ECE_Improvement,Val_AUC,Val_AUROC_CI_L,Val_AUROC_CI_U,Val_AUPRC,Val_BalAcc,Val_YoudenJ,Val_YoudenThr,Val_Sens@Youden,Val_Spec@Youden,Val_OP_Thr,Val_Sens_CI_L,Val_Sens_CI_U,Val_Spec_CI_L,Val_Spec_CI_U,Val_PPV_CI_L,Val_PPV_CI_U,Val_NPV_CI_L,Val_NPV_CI_U,Val_Spec@90Sens,Val_Sens@90Spec,Test_Thr,Test_AUC,Test_AUROC_CI_L,Test_AUROC_CI_U,Test_AUPRC,Test_Acc,Test_BalAcc,Test_F1,Test_Sens,Test_Spec,Test_ECE,Test_Sens_CI_L,Test_Sens_CI_U,Test_Spec_CI_L,Test_Spec_CI_U,Test_PPV_CI_L,Test_PPV_CI_U,Test_NPV_CI_L,Test_NPV_CI_U,Test_MCC,Test_Kappa,Test_Brier
regnety_008,1,baseline,uniform,0.0,89.96878263354301,8.846671111322939,youden,1.207067847251892,0.08578493717615887,0.07687324258528984,0.008911694590869032,0.8781582054309328,,,0.8406227670495419,0.7954004329004329,0.5945887445887447,0.49831730127334595,0.8257575757575758,0.7688311688311689,0.498,0.7745134704075237,0.8695182365903646,0.7234401637001373,0.8100336647684687,0.655854135388998,0.7602338526985668,0.8246955202124322,0.8998165210384943,0.6337662337662338,0.6477272727272727,0.498,0.8812871592516567,0.855802427117346,0.9048260494995798,0.8148910110367069,0.7971014492753623,0.8121829165824657,0.7617801047120419,0.8712574850299402,0.7531083481349912,0.1291232753167118,0.8305248528727457,0.9052388286518135,0.7153285015470715,0.788207855222054,0.6302696891900441,0.7207658801576529,0.8779779279791772,0.9325612797811453,0.604190499697142,0.589884140398123,0.15148092645293135
regnety_008,2,baseline,uniform,0.0,71.63957402296364,7.718269667277734,youden,1.200196623802185,0.06932438905532652,0.05256533447664242,0.016759054578684103,0.8730428038198652,,,0.7953522622986303,0.7691890057685782,0.6226574240147366,0.27316540479660034,0.8530612244897959,0.7695961995249406,0.272,0.8024227252260315,0.8949159197524355,0.7263648840869028,0.808991216117489,0.6276490891386796,0.7347778047089374,0.8642501198742482,0.9289741047302003,0.7030878859857482,0.6244897959183674,0.272,0.8966986098850257,0.8741162878505866,0.9174812010082855,0.8415386199752183,0.7603121516164995,0.7901825124174386,0.7381242387332522,0.907185628742515,0.6731793960923623,0.05536731541854481,0.8708464492034451,0.9360641287572018,0.6327134546772959,0.7118160161418412,0.5774515811088401,0.6654085067422352,0.8943929292645197,0.9480512400333415,0.5632124598498848,0.5309045268911099,0.1243518769105952
regnety_008,3,baseline,uniform,0.0,64.37382555752993,5.771245708011768,youden,1.2807462215423584,0.09856874796262793,0.07461530678938148,0.02395344117324645,0.8551898293277603,,,0.7942694864982698,0.7816527342389412,0.5736677115987461,0.47104358673095703,0.8160919540229885,0.7575757575757576,0.47000000000000003,0.7636682322554522,0.8611767792716789,0.7096153950391694,0.7966266697274527,0.6322573778507368,0.7383173406433028,0.8208113840675253,0.8962150743580732,0.6338383838383839,0.6130268199233716,0.47000000000000003,0.8325214579721552,0.8023629029684858,0.8598021984450283,0.7208224643464473,0.7447045707915273,0.7552195786047797,0.6990801576872536,0.7964071856287425,0.7140319715808171,0.08919588239072357,0.7491774901581811,0.8382917965453965,0.6747612905836418,0.7510393374097827,0.5750866636971594,0.6690985204320345,0.8202198500225469,0.8858660795791624,0.4940928249783272,0.483082985849852,0.1683473317139051
regnety_008,4,baseline,uniform,0.0,42.00726096890867,4.581374123278591,youden,1.1582794189453125,0.07467688555729687,0.07105590159817984,0.00362098395911703,0.8540467691411087,,,0.7768504429685843,0.7628123406425293,0.5709095213812194,0.38958197832107544,0.861003861003861,0.7099056603773585,0.388,0.8127981060143447,0.9007130833881128,0.6641694223047947,0.7526841619193674,0.5915585268961859,0.6949612901028902,0.8551841946096628,0.9240517679469862,0.6344339622641509,0.5868725868725869,0.388,0.8956403356696908,0.8710684315206177,0.9173123557503112,0.8489878154788435,0.7235228539576366,0.7639197626062263,0.7129629629629629,0.9221556886227545,0.605683836589698,0.1500402486186429,0.8880193267373819,0.9485213273602146,0.5639590742521121,0.646293531370258,0.537829800435113,0.6235246491829058,0.8979171839548986,0.9532029972700461,0.5189892610048288,0.4715607837175273,0.15467783062986135
regnety_008,5,baseline,uniform,0.0,35.77594716474414,4.422078488394618,youden,1.145728349685669,0.10500031979526105,0.10535142194442075,-0.0003511021491597044,0.8404102926872403,,,0.7546537301144348,0.761495269254576,0.5447342824299231,0.46833956241607666,0.8517110266159695,0.6930232558139535,0.468,0.802905449301121,0.8923788668642569,0.6470439404749938,0.7363226267598715,0.5767249835368341,0.6795330421133634,0.8452059344575098,0.9163995916324159,0.6162790697674418,0.4790874524714829,0.468,0.8665936333372333,0.8391146658725179,0.8914566958445453,0.8136516160120472,0.7681159420289855,0.7866567043532828,0.7340153452685422,0.8592814371257484,0.7140319715808171,0.10336057246229718,0.8173024583570352,0.8947388165562633,0.6747612905836418,0.7510393374097827,0.5942642391654482,0.6851151163891765,0.8632390530175141,0.9220681780748273,0.5543159210180146,0.5360998533031651,0.1522386373491933
convnext_tiny,1,baseline,uniform,0.0,66.99471577815711,7.2057479073603945,youden,1.1529014110565186,0.06227347449340695,0.04415941998385502,0.018114054509551933,0.8871408894136167,,,0.8500563237204157,0.8027597402597402,0.6187229437229438,0.5622713565826416,0.7537878787878788,0.8649350649350649,0.554,0.6972435911454209,0.8045363718731351,0.8266789327689289,0.8974555908258037,0.7373659571348901,0.8412319690178685,0.7966322347950966,0.8716364233953393,0.6623376623376623,0.6931818181818182,0.554,0.8869082439029577,0.8617569479158911,0.909770955424852,0.8370852985076249,0.8383500557413601,0.8267754012401485,0.782608695652174,0.781437125748503,0.872113676731794,0.08098183386235466,0.7332177545668472,0.8245868277744486,0.8416758726548702,0.8985755349767813,0.7356359364057097,0.8268032698047689,0.8400270616693896,0.897156197500252,0.6539508586326982,0.6539489962884624,0.12957809455331118
convnext_tiny,2,baseline,uniform,0.0,49.48492430523038,5.248890082662304,youden,1.166080355644226,0.06153087204954287,0.04888364721883882,0.012647224830704053,0.8912792670512386,,,0.8198845500874297,0.7943816956711426,0.6559115807843328,0.32727575302124023,0.8530612244897959,0.8028503562945368,0.334,0.7978970227654297,0.8913851548722309,0.764114056761635,0.8419840036708837,0.6616416954979745,0.7683397969251657,0.8669175035208516,0.9297645079344143,0.7458432304038005,0.7061224489795919,0.334,0.914582912328097,0.893212553578456,0.9337471150062219,0.8851398649179497,0.8272017837235228,0.8343348826326034,0.7879616963064295,0.8622754491017964,0.8063943161634103,0.046980184489402214,0.820599320372823,0.8973727882848532,0.7712931931084673,0.8382416472987042,0.6787062988390848,0.7687776066062619,0.8791929673892575,0.9318566958433456,0.6508169597419391,0.6439664951819539,0.11052665492392601
convnext_tiny,3,baseline,uniform,0.0,45.45783073268831,5.513121183030307,youden,0.9199811220169067,0.06125928673615376,0.05615269265150372,0.005106594084650036,0.8746371763613143,,,0.806715311962022,0.7961947056774643,0.6051898293277603,0.49285560846328735,0.8122605363984674,0.7929292929292929,0.492,0.7595114106318532,0.8577625035330435,0.7496330875151491,0.8317835203655812,0.6660656323139222,0.7715927683635788,0.82549530251969,0.898440765126117,0.6313131313131313,0.6360153256704981,0.492,0.9006339009370247,0.8789282447538317,0.9213209017134469,0.8593144009661831,0.8182831661092531,0.8138341434360409,0.7654676258992805,0.7964071856287425,0.8312611012433393,0.06733343824162798,0.7491774901581811,0.8382917965453965,0.7977175940277765,0.8612802412380465,0.688205772442259,0.7815456656555843,0.8419555758187683,0.9001212811302511,0.6187591317495568,0.6175160293721405,0.12543404703355635
convnext_tiny,4,baseline,uniform,0.0,50.9063692484051,5.42084861608843,youden,1.2432044744491577,0.08322805078430197,0.05314351630289418,0.03008453448140779,0.8640544182997012,,,0.8119502204341906,0.7854183361258833,0.6011145916806293,0.3574486970901489,0.7992277992277992,0.8018867924528301,0.356,0.7451982282734586,0.8462665572256347,0.7607153984425381,0.8387845475731935,0.6555850965734141,0.7627326860493956,0.829705942331978,0.8993174992961466,0.6037735849056604,0.6563706563706564,0.356,0.8868391104115039,0.862593330213463,0.9088623818083194,0.8513842542648875,0.7670011148272018,0.7808973527190735,0.727509778357236,0.8353293413173652,0.7264653641207816,0.06156203451430385,0.7911169264952731,0.873473121497654,0.6876300686469277,0.7629048929172997,0.5972308238621267,0.689465187849317,0.848518280980499,0.9094432876482375,0.5435032361314064,0.5298541711075723,0.13138712737628627
convnext_tiny,5,baseline,uniform,0.0,57.10471968911588,5.366307295486331,youden,1.2371491193771362,0.08839193486419075,0.0625362346462185,0.025855700217972247,0.8650278539216553,,,0.7930906650999993,0.7779025554867804,0.5592360067203113,0.5986960530281067,0.7034220532319392,0.8558139534883721,0.596,0.6442412048612812,0.7579510151038108,0.8190036917398777,0.8876333792080198,0.6900901776539166,0.8018030574752388,0.7866117630322302,0.8592324886172932,0.6441860465116279,0.6045627376425855,0.596,0.881787047574478,0.8584671243658333,0.9041553216834537,0.8511291870216807,0.7993311036789298,0.7902117612022845,0.7368421052631579,0.7544910179640718,0.8259325044404974,0.08280674786771021,0.7046974908095889,0.7997077440088906,0.7920363296203593,0.8563625058442423,0.6698021268348986,0.7664309848666695,0.8173774684650311,0.8789632739065485,0.5752342678745646,0.5748233038752014,0.14324246018626613
