Model,Fold,Experiment,Border_Type,Border_Ratio,Train_Time_sec,Avg_Epoch_sec,Thr_Strategy,Temperature,Val_ECE_Uncal,Val_ECE_Cal,ECE_Improvement,Val_AUC,Val_AUROC_CI_L,Val_AUROC_CI_U,Val_AUPRC,Val_BalAcc,Val_YoudenJ,Val_YoudenThr,Val_Sens@Youden,Val_Spec@Youden,Val_OP_Thr,Val_Sens_CI_L,Val_Sens_CI_U,Val_Spec_CI_L,Val_Spec_CI_U,Val_PPV_CI_L,Val_PPV_CI_U,Val_NPV_CI_L,Val_NPV_CI_U,Val_Spec@90Sens,Val_Sens@90Spec,Test_Thr,Test_AUC,Test_AUROC_CI_L,Test_AUROC_CI_U,Test_AUPRC,Test_Acc,Test_BalAcc,Test_F1,Test_Sens,Test_Spec,Test_ECE,Test_Sens_CI_L,Test_Sens_CI_U,Test_Spec_CI_L,Test_Spec_CI_U,Test_PPV_CI_L,Test_PPV_CI_U,Test_NPV_CI_L,Test_NPV_CI_U,Test_MCC,Test_Kappa,Test_Brier
deit_tiny_distilled_patch16_224,1,baseline_deit_tiny_distilled_artifacts_none,uniform,0.0,116.8348599000019,12.945597933334486,youden,1.2105613946914673,0.0826631035090117,0.0537962702088331,0.0288668333001786,0.8103202555491851,,,0.727558442960293,0.7037726267507576,0.4721271193381932,0.28624895215034485,0.7410926365795725,0.7310344827586207,0.28600000000000003,0.6964585362577358,0.7823008514587673,0.6971700869031191,0.7630063490336041,0.5714773079206498,0.6579382358888212,0.7979696567683427,0.8577905445834259,0.49241379310344824,0.47743467933491684,0.28600000000000003,0.8938162750874804,0.8717850267493432,0.9138358717733271,0.8378108662206922,0.7670011148272018,0.7918576700949788,0.7397260273972602,0.8892215568862275,0.69449378330373,0.06057406141689523,0.8505493401645029,0.9207924232152929,0.6546078148706354,0.7323242058637693,0.5878498863535528,0.676982484901036,0.8828107689152204,0.9384024313994791,0.5649632932617378,0.5393772466271416,0.12650858686285785
deit_tiny_distilled_patch16_224,2,baseline_deit_tiny_distilled_artifacts_none,uniform,0.0,103.24640080000245,12.88405952499943,youden,0.9563727974891663,0.05662137242715534,0.048332642027232094,0.008288730399923248,0.8351749889247517,,,0.7656195533695282,0.7460129105752801,0.5344535156002785,0.4172477126121521,0.75764192139738,0.7768115942028986,0.41600000000000004,0.7157144468407887,0.7962055244689338,0.7438692093379191,0.8073658371647452,0.6501622368601642,0.7327765395223533,0.7971356685129163,0.8567084364442157,0.49855072463768113,0.5480349344978166,0.41600000000000004,0.8830261324597696,0.8584890609544676,0.9055248295593538,0.8342441596582553,0.7603121516164995,0.7834845406877187,0.7309136420525657,0.874251497005988,0.6927175843694494,0.12062893326548961,0.8338455681417123,0.9078482986988025,0.6527797181197281,0.7306187728602933,0.5822466673027595,0.6720285292984669,0.870858855163834,0.9290298892744872,0.5485528263660865,0.5250847733098898,0.14583085514900943
deit_tiny_distilled_patch16_224,3,baseline_deit_tiny_distilled_artifacts_none,uniform,0.0,103.13212550000026,12.870254812500207,youden,0.8661479353904724,0.0814118648687487,0.06740728686289753,0.01400457800585117,0.8440692017984247,,,0.7662995161996375,0.7739054799519569,0.5581104493581862,0.5214466452598572,0.7517564402810304,0.8063540090771558,0.52,0.7079498993194784,0.7920348209101322,0.7741317131044854,0.8358114392027388,0.6707276776056288,0.7562583139432577,0.8029632911277813,0.8621415001580621,0.5431164901664145,0.5526932084309133,0.52,0.8937684134395508,0.8706293009008624,0.9150781474351475,0.8531683446327625,0.8093645484949833,0.8146451324704056,0.7654320987654321,0.8353293413173652,0.7939609236234458,0.10954472763565605,0.7911169264952731,0.873473121497654,0.758159822445339,0.8266426948021245,0.6587189425173918,0.7508158745898139,0.8597852307272599,0.9163898670797543,0.6128130960345461,0.6067534411990165,0.1381164661849008
