Model,Fold,Experiment,Border_Type,Border_Ratio,Train_Time_sec,Avg_Epoch_sec,Thr_Strategy,Temperature,Val_ECE_Uncal,Val_ECE_Cal,ECE_Improvement,Val_AUC,Val_AUROC_CI_L,Val_AUROC_CI_U,Val_AUPRC,Val_BalAcc,Val_YoudenJ,Val_YoudenThr,Val_Sens@Youden,Val_Spec@Youden,Val_OP_Thr,Val_Sens_CI_L,Val_Sens_CI_U,Val_Spec_CI_L,Val_Spec_CI_U,Val_PPV_CI_L,Val_PPV_CI_U,Val_NPV_CI_L,Val_NPV_CI_U,Val_Spec@90Sens,Val_Sens@90Spec,Test_Thr,Test_AUC,Test_AUROC_CI_L,Test_AUROC_CI_U,Test_AUPRC,Test_Acc,Test_BalAcc,Test_F1,Test_Sens,Test_Spec,Test_ECE,Test_Sens_CI_L,Test_Sens_CI_U,Test_Spec_CI_L,Test_Spec_CI_U,Test_PPV_CI_L,Test_PPV_CI_U,Test_NPV_CI_L,Test_NPV_CI_U,Test_MCC,Test_Kappa,Test_Brier
convnext_tiny,5,uniform_20,uniform,0.2,39.27022226341069,4.783542285207659,youden,1.1945983171463013,0.07641078706986633,0.0737853114094053,0.002625475660461035,0.853771332566982,,,0.7943378102902491,0.7425722875585816,0.5423644884605182,0.4010298550128937,0.6539923954372624,0.8883720930232558,0.4,0.593112346995354,0.7113567719643618,0.8521564812818175,0.9144975476158261,0.7176938272137576,0.8312395183308949,0.7686720977138055,0.8418329889393974,0.6,0.6311787072243346,0.4,0.9027504493676946,0.8814976175535252,0.9209384073770752,0.8607636833868304,0.8171683389074693,0.8141638570106678,0.7657142857142857,0.8023952095808383,0.8259325044404974,0.039002667817649495,0.7555862943494442,0.8437484893754967,0.7920363296203593,0.8563625058442423,0.683748193402338,0.77693054588449,0.8445969287040515,0.9025528522790571,0.6180531773257156,0.6163187380676661,0.11967743791673204
deit_tiny_distilled_patch16_224,1,uniform_20,uniform,0.2,42.631915997713804,4.665089068727361,youden,1.1341146230697632,0.09430312416953919,0.09623642627419601,-0.0019333021046568227,0.8649350649350649,,,0.8275619672557698,0.7808982683982684,0.5773809523809524,0.521034300327301,0.8371212121212122,0.7402597402597403,0.52,0.7869414971098564,0.8795460892990118,0.6934166755482589,0.7833649008416859,0.6346816198598887,0.7387464862192532,0.8274994692027363,0.903474316277453,0.5558441558441558,0.6401515151515151,0.52,0.9022026993969432,0.8798297720721967,0.9226676753065804,0.8579157736813193,0.8361204013377926,0.8365684262026568,0.7920792079207921,0.8383233532934131,0.8348134991119005,0.07947261808824248,0.7943728537238208,0.8761489865145787,0.8015111990014152,0.8645525623632633,0.7035380901951795,0.7937731938622743,0.8676812927355309,0.9216310802515241,0.660253541051954,0.6575224341908756,0.12627517644037867
deit_tiny_distilled_patch16_224,2,uniform_20,uniform,0.2,38.11363099515438,4.732748400885612,youden,0.9138451218605042,0.09426510718849686,0.0897011821781909,0.004563925010305961,0.8955063260458578,,,0.8188882984788061,0.8162295797178729,0.6479809976247031,0.5874078273773193,0.8,0.847980997624703,0.586,0.7443602927513171,0.8482223654748406,0.8074883508564726,0.87877578789696,0.6938984707491939,0.8022200843293295,0.8432177868530856,0.9091375222616722,0.7268408551068883,0.689795918367347,0.586,0.8950553599727721,0.8711000733878601,0.9172456153412535,0.8518506923442195,0.822742474916388,0.8277379521596239,0.7806896551724138,0.8473053892215568,0.8081705150976909,0.139140972147053,0.8041693081217514,0.884147284757999,0.7731734817976906,0.83989450721294,0.676603117744016,0.7675421990324941,0.8696118989660417,0.9240309701180004,0.639028937664134,0.633488976889887,0.14469681977379423
deit_tiny_distilled_patch16_224,3,uniform_20,uniform,0.2,48.40079418756068,4.760286086983979,youden,1.2720768451690674,0.10022454401492346,0.08438957561958506,0.015834968395338406,0.8651940864584542,,,0.8161809438258256,0.791884360849878,0.5902124695228144,0.4824633002281189,0.8275862068965517,0.7626262626262627,0.482,0.7761842036094926,0.8713730307478855,0.7175814350259595,0.8036959581184995,0.6422846810299054,0.747456424535818,0.8303455625645633,0.9038125239703595,0.6287878787878788,0.5862068965517241,0.482,0.8781814700971059,0.8531224407313259,0.9008266770189638,0.8231033192363943,0.7971014492753623,0.8042671318109784,0.7533875338753387,0.8323353293413174,0.7761989342806395,0.1042786191405527,0.7878656051864025,0.8707925541924485,0.7394799792441642,0.8099898936083946,0.6404487909912007,0.7330070011569398,0.8550377474196806,0.913045542683595,0.5912869920793895,0.5836567936875501,0.14891837558680954
deit_tiny_distilled_patch16_224,4,uniform_20,uniform,0.2,43.74744153395295,4.794325982323951,youden,1.0535526275634766,0.09263085946986128,0.08912255720264044,0.0035083022672208475,0.8511874408100824,,,0.7512931964478364,0.7627076200189408,0.56035550375173,0.5465427041053772,0.749034749034749,0.8113207547169812,0.542,0.6916271833924534,0.8006450836898367,0.7707734342581782,0.8474577526383982,0.6503166791397226,0.7611774562220484,0.8019728423644296,0.8751530226697234,0.5966981132075472,0.5945945945945946,0.542,0.8715499728783995,0.8448234968783569,0.8959809510641239,0.8319326759715535,0.7892976588628763,0.7907435572903925,0.7378640776699029,0.7964071856287425,0.7850799289520426,0.1057855572796519,0.7491774901581811,0.8382917965453965,0.7488082685034935,0.8183280281208068,0.6385544231066917,0.7332289914677463,0.8340512367135707,0.8949529056714148,0.5675798327804842,0.5633080127041041,0.14901225319748418
deit_tiny_distilled_patch16_224,5,uniform_20,uniform,0.2,48.49199436046183,4.790133016742766,youden,1.3111385107040405,0.10519515654451146,0.09521372350198881,0.00998143304252265,0.865885577858343,,,0.80276983221462,0.7857104960650809,0.5937925546025289,0.44448134303092957,0.8403041825095057,0.7534883720930232,0.444,0.7903302906085725,0.8824165058439871,0.7099276044567828,0.7935215517592591,0.6221570178643498,0.7263042232986621,0.8480629813466143,0.9160320441486796,0.6232558139534884,0.6577946768060836,0.444,0.8865200327586389,0.8608181948713586,0.908953850735474,0.8489818961955697,0.7770345596432553,0.7913258740068707,0.7389033942558747,0.8473053892215568,0.7353463587921847,0.10594570706520588,0.8041693081217514,0.884147284757999,0.6968438552606226,0.7713583596648952,0.6081667677988662,0.6998772984574199,0.858323336824238,0.917240438381888,0.5637260895862413,0.5498411646918896,0.14417113735802378
densenet121,1,uniform_20,uniform,0.2,73.0528486482799,6.453501343896443,youden,1.1921600103378296,0.06167531047642047,0.039706990960841924,0.021968319515578545,0.9078709169618261,,,0.8766509536917928,0.8168290043290043,0.6533549783549784,0.41743940114974976,0.8143939393939394,0.8389610389610389,0.41600000000000004,0.7621549637750531,0.859419159399064,0.7983639503458345,0.8742478070870519,0.7224589673344963,0.8238726613449854,0.8296219566521338,0.900939844223466,0.7142857142857143,0.7083333333333334,0.41600000000000004,0.887057146807628,0.8634540421820658,0.9092906106082683,0.8476501960531471,0.8149386845039019,0.8154321906808053,0.7668539325842697,0.8173652694610778,0.8134991119005328,0.05451853878987142,0.771674837773032,0.8573225709919573,0.7788207225737112,0.8448466463451008,0.6741221475383146,0.7668027727637117,0.8515938916476545,0.9088927368037233,0.6176377892401559,0.6144033561218147,0.12821255296242534
densenet121,2,uniform_20,uniform,0.2,91.08146406337619,6.384454457355397,youden,1.3294317722320557,0.08289613735417391,0.05581983630251776,0.02707630105165615,0.9191526491831887,,,0.8412622573362986,0.8545688108972805,0.7238935479179796,0.33782801032066345,0.9020408163265307,0.8218527315914489,0.308,0.8719612379554273,0.9461581505329772,0.7666467786501554,0.844167212429409,0.6810959885977592,0.7831379477102629,0.912450442908862,0.9636338284825249,0.8218527315914489,0.7224489795918367,0.308,0.859712191957116,0.8343852703119515,0.8841862456259773,0.7859327235462501,0.7658862876254181,0.7757469076057477,0.7214854111405835,0.8143712574850299,0.7371225577264654,0.10216592937508553,0.7684492555212517,0.8546157661641814,0.6986888509918314,0.7730468008081371,0.5998265011366712,0.6933150096501066,0.8364888153087238,0.8988744708234884,0.5342988537445807,0.5240513621272531,0.1602116038867797
densenet121,3,uniform_20,uniform,0.2,85.93907786533237,7.067611524059127,youden,1.2952388525009155,0.11963475681274355,0.11692456019931732,0.0027101966134262245,0.8959228298308758,,,0.860308214816428,0.8073841866945315,0.6502960640891675,0.7024449706077576,0.7816091954022989,0.8686868686868687,0.7020000000000001,0.7265064384215512,0.83019342526369,0.8313887063503698,0.9003513854319125,0.7423163379915904,0.8444165091001123,0.8197892869150286,0.8905307879794679,0.6590909090909092,0.6781609195402298,0.7020000000000001,0.8772827347082034,0.8509025909105413,0.9010181236106827,0.8337798595399925,0.802675585284281,0.8050541900213781,0.7545076282940361,0.8143712574850299,0.7957371225577264,0.1799266484162148,0.7684492555212517,0.8546157661641814,0.7600330193278837,0.8283027157031704,0.6545880564225474,0.7479620878588991,0.8468765490273555,0.9055108515151715,0.5955165705989705,0.5910344880879705,0.18197762493679268
densenet121,4,uniform_20,uniform,0.2,70.62077085115016,6.950391372479499,youden,1.1988979578018188,0.0694998613126456,0.06260945986121849,0.006890401451427108,0.864063524440883,,,0.795638673402401,0.7827547898302616,0.5764824797843665,0.35010746121406555,0.8571428571428571,0.7193396226415094,0.35000000000000003,0.8085057717006219,0.8973794133652564,0.6739605288909881,0.761627008145395,0.5978271751915654,0.7015762520235198,0.8539701552174428,0.9226739873947268,0.6509433962264151,0.5752895752895753,0.35000000000000003,0.8835738824305208,0.8582283479222726,0.9071296572042415,0.845206205200018,0.7134894091415831,0.7522734282766617,0.7015098722415796,0.9041916167664671,0.6003552397868561,0.126858468920225,0.8674420332129827,0.9335412270476035,0.5585663589588112,0.6410853418403053,0.5295647131702447,0.6157215501846964,0.8801005629318949,0.9400914670295906,0.49547616325306976,0.4514884089454436,0.1485134147149603
densenet121,5,uniform_20,uniform,0.2,56.67106816358864,7.018606363795698,youden,1.066565752029419,0.05139448658749998,0.04966880352079094,0.0017256830667090398,0.8540100804668848,,,0.7841253097825018,0.7694667963568839,0.5560969139623309,0.5715557336807251,0.6653992395437263,0.8906976744186046,0.5700000000000001,0.6048485154502531,0.7221726362456274,0.8547314324562933,0.916538705608427,0.7249459805965714,0.8368227881812971,0.7745051600943589,0.847035607997513,0.586046511627907,0.6273764258555133,0.5700000000000001,0.8715287010348751,0.84720261962753,0.8950685219259527,0.8108230953721857,0.8037904124860646,0.7895018134246604,0.7357357357357357,0.7335329341317365,0.8454706927175843,0.0883823961243781,0.6826830208564323,0.7801873579798513,0.8129226782604034,0.8743384708974868,0.6871506241157508,0.7844510836908909,0.8097760562969987,0.8715454899041006,0.5797162165939743,0.5797096047664432,0.145686119044206
efficientnet_b0,1,uniform_20,uniform,0.2,50.45364431105554,4.9581590296700595,youden,1.2213314771652222,0.08736663420780781,0.07708719519407521,0.0102794390137326,0.8741341991341991,,,0.8422019586097969,0.7838203463203464,0.6004329004329004,0.6988916397094727,0.7121212121212122,0.8883116883116883,0.6980000000000001,0.6534344114768361,0.7659740844946458,0.8525148608973279,0.9179819051195487,0.7575685260093085,0.8618867314839095,0.7777994333730989,0.8539883806197472,0.6181818181818182,0.6439393939393939,0.6980000000000001,0.88445666393678,0.8598856904308612,0.9065107795067059,0.8209679424865592,0.8205128205128205,0.7936897076185108,0.7407407407407407,0.688622754491018,0.8987566607460036,0.07028663584727841,0.6359506730376057,0.737912082346637,0.8708203281428394,0.9224145205421215,0.750476289342895,0.845967116325715,0.7972684386257936,0.858516659360287,0.6087518408561069,0.604684647200681,0.13580638770109893
efficientnet_b0,2,uniform_20,uniform,0.2,49.55730029940605,4.863338298909366,youden,1.0611945390701294,0.06967220548540354,0.06943597825238475,0.00023622723301879034,0.8925008483203258,,,0.812104074553246,0.821949682485821,0.6582190120703864,0.4662976562976837,0.8244897959183674,0.833729216152019,0.466,0.7709622078915492,0.8699745879315313,0.7920985244570076,0.8658729878824912,0.6836255226705548,0.7909363574480226,0.85545720721445,0.9196761544601528,0.6935866983372921,0.7428571428571429,0.466,0.8519320151880962,0.8247891428510652,0.8777697269758885,0.7844576101809815,0.7937569676700111,0.7863801703874667,0.7322720694645442,0.7574850299401198,0.8152753108348135,0.06312373909297728,0.7078540159439807,0.8024846371992298,0.7807052992798028,0.8464951734311922,0.6585527098810418,0.7553136999114674,0.8170493965147124,0.8790589718062162,0.5656781210227338,0.5648497053895231,0.1499175131204023
efficientnet_b0,3,uniform_20,uniform,0.2,51.45179007016122,5.634879432825579,youden,1.142956256866455,0.0719109557943257,0.07231367127672177,-0.00040271548239606547,0.8709315375982043,,,0.8013889577480904,0.7816962730755834,0.5765412748171369,0.6066485643386841,0.735632183908046,0.8409090909090909,0.634,0.6496208399400965,0.7631902956840086,0.8286164972249245,0.8981137211733783,0.719058368502514,0.828515068319844,0.7783165157375365,0.8543438707533226,0.6439393939393939,0.6360153256704981,0.634,0.8898065325831463,0.86743493474862,0.9114272343412642,0.8292294582776742,0.8205128205128205,0.8034322119526489,0.7534456355283308,0.7365269461077845,0.8703374777975134,0.07414019093698217,0.6858194745659576,0.782984547496314,0.8397479581366476,0.8969709396719194,0.7210861145943607,0.8161190639228252,0.8158284671430193,0.8760655614518402,0.6128579847506272,0.6124583723557557,0.1330695045220303
efficientnet_b0,4,uniform_20,uniform,0.2,55.10535719804466,4.869909333742478,youden,1.1997157335281372,0.08750218170726369,0.07919370991724652,0.008308471790017175,0.8915276462446273,,,0.8185068648738344,0.8272610548553945,0.6575271363007211,0.493135005235672,0.8532818532818532,0.8042452830188679,0.492,0.8042236852300798,0.8940351677472841,0.7632267478346868,0.8409560504867128,0.6731923688630643,0.7762699373528397,0.8649819072287215,0.9280662283634317,0.7193396226415094,0.667953667953668,0.492,0.8599408642750023,0.8347935567585965,0.8850010901819807,0.7844610512786643,0.782608695652174,0.766538858340158,0.706766917293233,0.7035928143712575,0.8294849023090586,0.061721410540035326,0.6514648401053775,0.7520676784376681,0.7958226351977681,0.8596422145073578,0.6578437837529689,0.7582927076540001,0.7912341824749209,0.8555041247238473,0.5340670042495461,0.5340532822585157,0.14770826571576576
efficientnet_b0,5,uniform_20,uniform,0.2,51.17722561210394,5.042087273299694,youden,1.2658731937408447,0.08296078439495522,0.07524575183401892,0.007715032560936294,0.8741621717216376,,,0.7883304152652748,0.7843443275267485,0.5906180917853037,0.3982544541358948,0.844106463878327,0.7465116279069768,0.398,0.7945130410946849,0.8857465184913973,0.7026216285659317,0.7869722451807423,0.6171966983368049,0.7211053376434545,0.8494986873909338,0.9174860880163972,0.6697674418604651,0.623574144486692,0.398,0.8844938896629477,0.8599465810829496,0.907521192074111,0.8348070882038399,0.7892976588628763,0.7968326224992288,0.7449392712550608,0.8263473053892215,0.7673179396092362,0.06084338272428565,0.781376396972619,0.8654177125343013,0.7301739686553433,0.8016292972707498,0.6303416833255913,0.7233099285720677,0.84968178738683,0.9088803597324202,0.5764661503374428,0.5683997749496564,0.13236459359553718
swin_t,1,bottom_5,bottom_only,0.05,70.72135223820806,5.193841535311479,youden,1.2796083688735962,0.08164536870602743,0.06828048394760476,0.013364884758422665,0.8818772136953956,,,0.8595537968539181,0.8178571428571428,0.6444805194805194,0.4886423349380493,0.7613636363636364,0.8831168831168831,0.488,0.7052750678710227,0.8114806077881188,0.8467404180802622,0.9134545054044702,0.7629951227841951,0.8633311561406178,0.8044682110284662,0.8777345501076186,0.6155844155844156,0.7310606060606061,0.488,0.895326575977707,0.8720816360174853,0.9170694578870677,0.857228419730874,0.8372352285395763,0.81614479743887,0.7704402515723271,0.7335329341317365,0.8987566607460036,0.045528528391650426,0.6826830208564323,0.7801873579798513,0.8708203281428394,0.9224145205421215,0.7624898593652001,0.8538005812175191,0.8191888685847067,0.8781206118396597,0.6468171277071296,0.6448545921964659,0.120764697606328
swin_t,2,bottom_5,bottom_only,0.05,58.29056071303785,5.587306673638523,youden,1.1437456607818604,0.0743664248256354,0.07505660277005428,-0.0006901779444188905,0.9155460759125503,,,0.8265770589587687,0.8522274467981967,0.7085365262494547,0.4914429485797882,0.8653061224489796,0.8432304038004751,0.49,0.816069591988434,0.9054361241376573,0.8049166619531499,0.8766321554552328,0.7081191945967737,0.8113676145656904,0.8826290371919621,0.9407319249655479,0.8052256532066508,0.763265306122449,0.49,0.9171674413163016,0.8969829878431415,0.9354242669190925,0.8785177533369739,0.8316610925306578,0.8342338413758628,0.7888111888111888,0.844311377245509,0.8241563055062167,0.08150109363389652,0.8008989359667694,0.881486181600904,0.790144953925771,0.8547208535809794,0.6930488036822938,0.7834900645577589,0.8699502795498346,0.923817397448169,0.6537632564317086,0.6498693281840107,0.11901499810397811
swin_t,3,bottom_5,bottom_only,0.05,68.92845669947565,5.453638127849747,youden,1.2292306423187256,0.08970497417032627,0.08567556141219362,0.00402941275813265,0.8802488486396532,,,0.822429482293442,0.8115203761755485,0.637843956809474,0.6140594482421875,0.7969348659003831,0.8409090909090909,0.614,0.7429554194048364,0.8440325486033591,0.8010946423846327,0.8755325369922727,0.7126095284057034,0.8164914938782031,0.8242764591041449,0.8954285886238128,0.6919191919191919,0.6360153256704981,0.614,0.9002244179491816,0.8764416991948607,0.9216706905904,0.8735389730544592,0.8316610925306578,0.8226646174790738,0.7769571639586411,0.7874251497005988,0.8579040852575488,0.10169697619991226,0.7395912497834431,0.8300793693885591,0.8262983238201355,0.8856922589366168,0.7183522279603975,0.8105025132763799,0.8411099752087242,0.8985337895177021,0.6419583151838916,0.6418120033320551,0.12899211153030302
