Model,Fold,Experiment,Border_Type,Border_Ratio,Train_Time_sec,Avg_Epoch_sec,Thr_Strategy,Temperature,Val_ECE_Uncal,Val_ECE_Cal,ECE_Improvement,Val_AUC,Val_AUROC_CI_L,Val_AUROC_CI_U,Val_AUPRC,Val_BalAcc,Val_YoudenJ,Val_YoudenThr,Val_Sens@Youden,Val_Spec@Youden,Val_OP_Thr,Val_Sens_CI_L,Val_Sens_CI_U,Val_Spec_CI_L,Val_Spec_CI_U,Val_PPV_CI_L,Val_PPV_CI_U,Val_NPV_CI_L,Val_NPV_CI_U,Val_Spec@90Sens,Val_Sens@90Spec,Test_Thr,Test_AUC,Test_AUROC_CI_L,Test_AUROC_CI_U,Test_AUPRC,Test_Acc,Test_BalAcc,Test_F1,Test_Sens,Test_Spec,Test_ECE,Test_Sens_CI_L,Test_Sens_CI_U,Test_Spec_CI_L,Test_Spec_CI_U,Test_PPV_CI_L,Test_PPV_CI_U,Test_NPV_CI_L,Test_NPV_CI_U,Test_MCC,Test_Kappa,Test_Brier
resnet50,1,baseline_artifacts_none,uniform,0.0,38.837433172389865,3.653638605028391,youden,1.255162239074707,0.11153163840217323,0.10254010640695874,0.008991531995214491,0.8512408878696044,,,0.7452313701678661,0.7640691293308215,0.554119092472766,0.6086247563362122,0.7458432304038005,0.8082758620689655,0.608,0.7014263746973062,0.7867659529143078,0.7776993724476571,0.8363185461823508,0.6484216168441875,0.7353479321819876,0.8165112416984972,0.8717048098664291,0.5710344827586207,0.5890736342042755,0.608,0.8664287765499198,0.8409270269407898,0.8896609534040267,0.7896489882898441,0.7859531772575251,0.7844258197636698,0.7303370786516854,0.7784431137724551,0.7904085257548845,0.12826381761211086,0.7300360520536273,0.8218354396700391,0.7544163416087131,0.8233197131646097,0.6384555361040075,0.73423458063722,0.8243395196305418,0.8863557582638323,0.5569251956894267,0.5540087010565569,0.16218650577165392
resnet50,2,baseline_artifacts_none,uniform,0.0,46.59919920377433,5.724447763990611,youden,0.7944986820220947,0.08677785780657252,0.07671495937200376,0.010062898434568757,0.8016454654768685,,,0.734539167864851,0.7316245807227391,0.4740522751724574,0.5236989259719849,0.6986899563318777,0.7753623188405797,0.522,0.6543899337738793,0.7404016965349733,0.7408411965436892,0.8046220700605956,0.6280786614907529,0.7143025204979774,0.762092190544463,0.8245802246005197,0.45507246376811594,0.5240174672489083,0.522,0.8572021144212463,0.8305496910264729,0.8829313398070644,0.7931783289615221,0.8127090301003345,0.7959977026408993,0.7439024390243902,0.7305389221556886,0.8614564831261101,0.06527761942234594,0.6795493089796867,0.7773873982958442,0.8301331705665594,0.8889227699231631,0.7071649032866587,0.803551020166486,0.8111565186434918,0.8722192090304269,0.5966009061240712,0.5963528831936915,0.14749639596554823
resnet50,3,baseline_artifacts_none,uniform,0.0,64.34944843687117,6.757928514232238,youden,1.1041516065597534,0.0655748616794453,0.06599839749362539,-0.0004235358141800871,0.8265101134821629,,,0.759283768015875,0.757708673608577,0.5221525826669549,0.5049100518226624,0.7142857142857143,0.8078668683812406,0.504,0.6688815752270202,0.7566914389798014,0.7757269910566057,0.8372279669938423,0.6605908189084574,0.7485980992854154,0.7820982329389129,0.8430931683661116,0.5143721633888048,0.522248243559719,0.504,0.8834302974867316,0.8587850054774997,0.9060659320790037,0.8278520956636246,0.8093645484949833,0.8128184129077547,0.7634854771784232,0.8263473053892215,0.7992895204262878,0.10931147857586809,0.781376396972619,0.8654177125343013,0.7637823727320736,0.8316197699600176,0.6616345033093276,0.7541670885868166,0.8549140818943801,0.9121530819378845,0.6102995896969928,0.6053632946467393,0.14143201862849555
